,Address,Property Type,Price,Beds,Bath,Square Feet,Brokerages,Borough,Zipcode,Neighborhood,Longitude,Latitude
3116,"142 A 31st StBrooklyn, NY 11232",Townhouse ,1775000.0,4,4.0,2078.0, COMPASS,Brooklyn,11232.0,Sunset Park,-73.9484704,40.6473249
3117,"1238 63rd St Apt D324Brooklyn, NY 11219",Condo ,888000.0,2,2.0,1146.0, RE MAX,Brooklyn,11219.0,Borough Park,-74.0016198,40.6275896
3118,"454 Nostrand Ave Unit BBrooklyn, NY 11216",Condo ,375000.0,3,1.0,2184.207862, Henry Watts Real Estate Corporation,Brooklyn,11216.0,Central Brooklyn,-73.9504707,40.6834585
3119,"89-02 171st StJamaica, NY 11432",House ,15000000.0,3,2.0,2184.207862, RE MAX,Queens,11432.0,Jamaica,-73.790302,40.70971
3120,"3891 Amboy RdStaten Island, NY 10308",House ,849000.0,3,2.0,2256.0, Weichert Realtors Evolution Group,Staten Island,10308.0,South Shore,-74.1483332,40.5518357
3121,"4705 Henry Hudson Pkwy W Apt 4ABronx, NY 10471",Co-op ,185000.0,3,1.0,500.0," John Edwards Real Estate, Inc.",Bronx,10471.0,Riverdale,-73.9089308,40.8952914
3122,"129 Satterlee StStaten Island, NY 10307",Multi-family home ,1250000.0,5,4.0,2700.0, MAK Estates,Staten Island,10307.0,South Shore,-74.252823,40.5041935
3123,"89-22 155th AveHoward Beach, NY 11414",Co-op ,349000.0,2,1.0,800.0, PRIMEROCK REAL ESTATE GROUP INC,Queens,11414.0,nan,-73.8457131,40.6662726
3124,"285 E 35th St Apt 2DBrooklyn, NY 11203",Co-op ,259000.0,2,1.0,2184.207862, CENTURY 21,Brooklyn,11203.0,Flatbush,-73.9442024,40.6482666
3125,"118 E 60th St Apt 4BManhattan, NY 10022",Co-op ,575000.0,1,1.0,850.0, COMPASS,Manhattan,10022.0,Gramercy Park,-73.9685002,40.7630774
3126,"133 W 140th St Apt 21Manhattan, NY 10030",Co-op ,500000.0,4,1.0,2184.207862, Brown Harris Stevens,Manhattan,10030.0,Central Harlem,-73.9391738,40.8178093
3127,"648 Grand St Apt 3FBrooklyn, NY 11211",Co-op ,399999.0,2,1.0,2184.207862, SLATE REALTY LLC,Brooklyn,11211.0,Green Point,-73.9463142,40.7112984
3128,"50 Bridge Park Dr Unit 22ABBrooklyn, NY 11201",Condo ,10800000.0,5,6.0,4544.0, Serhant,Brooklyn,11201.0,Northwest Brooklyn,-74.0008815,40.692916
3129,"3103 Fairfield Ave Apt 10JBronx, NY 10463",Co-op ,239000.0,1,1.0,750.0, Brown Harris Stevens,Bronx,10463.0,Riverdale,-73.9144424,40.8836826
3130,"367 E 201st StBronx, NY 10458",Multi-family home ,6950000.0,6,6.0,32000.0, Prime Ny Inc.,Bronx,10458.0,Fordham,-73.882195,40.8694599
3131,"910 Faile StBronx, NY 10474",Multi-family home ,979000.0,5,2.0,2392.0, CENTURY 21 Galvez,Bronx,10474.0,Hunts Point,-73.8877326,40.8201064
3132,"478 Bainbridge St Apt 3ABedford Stuyvesant, NY 11233",Condo ,599999.0,2,1.0,932.0, qvtopservice,Brooklyn,11233.0,Central Brooklyn,-73.9178308,40.6822675
3133,"80-06 47th Ave Unit 4PElmhurst, NY 11373",Condo ,699000.0,3,2.0,1290.0, Block & Lot Real Estate SVC,Queens,11373.0,West Queens,-73.8844499,40.7402182
3134,"2978 Avenue ZBrooklyn, NY 11235",Multi-family home ,1400000.0,5,4.0,2184.207862, 5 Boro Realty Corp,Brooklyn,11235.0,South Brooklyn,-73.9376469,40.5895581
3135,"2509 Mill AveBrooklyn, NY 11234",House ,649000.0,3,2.0,1188.0, BERGEN BASIN REALTY,Brooklyn,11234.0,Canarsie,-73.910535,40.610384
3136,"900 5th Ave Apt 4AManhattan, NY 10021",Co-op ,5475000.0,4,4.0,2184.207862, COMPASS,Manhattan,10021.0,Upper East Side,-73.967281,40.7719126
3137,"67-66 108 St Unit C4Forest Hills, NY 11375",Co-op ,224000.0,1,1.0,2184.207862, Benjamin Realty Since 1980,Queens,11375.0,West Central Queens,-73.84686,40.7276199
3138,"400 Central Park W Apt 3TNew York, NY 10025",Condo ,590000.0,3,1.0,579.0, Douglas Elliman ,Manhattan,10025.0,Upper East Side,-73.9636725,40.7942099
3139,"205 E 63rd St Apt 19ENew York, NY 10065",Co-op ,1050000.0,3,2.0,2184.207862, Sotheby's International Realty ,Manhattan,10065.0,Upper East Side,-73.964336,40.7640501
3140,"1774 70th StBrooklyn, NY 11204",Multi-family home ,2288000.0,6,4.0,3280.0, CENTURY 21,Brooklyn,11204.0,Borough Park,-73.9938038,40.6164146
3141,"299 Bay 13th StBrooklyn, NY 11214",House ,1175000.0,3,2.0,1240.0, RE MAX,Brooklyn,11214.0,Southwest Brooklyn,-74.0124361,40.6034711
3142,"48 Market St Apt 3ANew York, NY 10002",Condo ,838000.0,3,2.0,706.0, E Realty International Corp,Manhattan,10002.0,Lower East Side,-73.9940945,40.7118928
3143,"45-53 169 StFlushing, NY 11358",Pending,995000.0,4,2.0,2184.207862, Douglas Elliman ,Queens,11358.0,North Queens,-73.797977,40.7543498
3144,"140 E 63rd St # 4MNNew York, NY 10065",Condo ,1345000.0,1,2.0,752.0, Corcoran,Manhattan,10065.0,Upper East Side,-73.9662417,40.7644486
3145,"68-09 Booth St Unit 6MForest Hills, NY 11375",Co-op ,339000.0,1,1.0,910.0, Keller Williams,Queens,11375.0,West Central Queens,-73.8511076,40.7244239
3146,"1010 Fifth Ave Unit 4BBManhattan, NY 10028",Co-op ,999000.0,1,1.0,2184.207862, Brown Harris Stevens ,Manhattan,10028.0,Upper East Side,-73.9619806,40.7789146
3147,"26 Hart StBrooklyn, NY 11206",Contingent,2499000.0,7,4.0,2268.0, Coldwell Banker,Brooklyn,11206.0,Williamsburg,-73.951031,40.6927739
3148,"118-17 Union Turnpike Tpke Unit 2FQueens, NY 11375",Co-op ,289000.0,1,1.0,750.0, Brown Harris Stevens Forest Hills LLC,Queens,11375.0,West Central Queens,-73.8345967,40.7129779
3149,"43-15 54th StWoodside, NY 11377",Multi-family home ,1350000.0,3,5.0,3210.0," Monopoly Realty, Inc.",Queens,11377.0,West Queens,-73.9105824,40.7432038
3150,"1621 73rd StBrooklyn, NY 11204",House ,850000.0,2,2.0,1122.0, Keller Williams,Brooklyn,11204.0,Borough Park,-73.9989227,40.6172561
3151,"575 E 28th StBrooklyn, NY 11210",Townhouse ,1450000.0,6,4.0,2800.0, COMPASS,Brooklyn,11210.0,Flatbush,-73.9497245,40.6367665
3152,"57 Montague St Apt 8KBrooklyn, NY 11201",Co-op ,549995.0,3,1.0,2184.207862, The Agency,Brooklyn,11201.0,Northwest Brooklyn,-73.9970996,40.6957468
3153,"2545 Frederick Douglass Blvd Apt DManhattan, NY 10030",Condo ,995000.0,3,2.0,1175.0, Brown Harris Stevens,Manhattan,10030.0,Central Harlem,-73.94614,40.817538
3154,"1808 Avenue YBrooklyn, NY 11235",House ,880000.0,2,2.0,1120.0, King Zone Realty Inc,Brooklyn,11235.0,South Brooklyn,-73.955347,40.6104879
3155,"46 Aviston StStaten Island, NY 10306",House ,775000.0,3,2.0,2184.207862, Coldwell Banker,Staten Island,10306.0,South Shore,-74.1202564,40.5572427
3156,"776 Brook Ave Unit 33BBronx, NY 10451",Condo ,330000.0,3,2.0,1067.0, BESMATCH REAL ESTATE,Bronx,10451.0,High Bridge,-73.9109368,40.8203804
3157,"40 Winant PlStaten Island, NY 10309",Multi-family home ,789000.0,3,4.0,1900.0, DiTommaso Real Estate,Staten Island,10309.0,South Shore,-74.2389448,40.5364742
3158,"8853 Bay 16th St Apt 3ABrooklyn, NY 11214",Co-op ,288000.0,1,1.0,800.0, RE MAX,Brooklyn,11214.0,Southwest Brooklyn,-74.0093853,40.6028929
3159,"249 W 29th St Apt 2ENew York, NY 10001",Co-op ,2399000.0,2,2.0,2391.0, Hauseit LLC ,Manhattan,10001.0,Chelsea,-73.9948023,40.7489369
3160,"111 Abbey CtBrooklyn, NY 11229",House ,589000.0,3,2.0,1320.0, Ben Bay Realty Company of Staten Island LLC,Brooklyn,11229.0,South Brooklyn,-73.9233755,40.5905162
3161,"37-30 83rd St Unit 5Jackson Heights, NY 11372",Co-op ,250000.0,3,1.0,2184.207862, Properties Logan Inc,Queens,11372.0,West Queens,-73.8834178,40.7493341
3162,"301 E 52nd St Apt 4BNew York, NY 10022",Contingent,1495000.0,3,2.0,1590.0, The Agency,Manhattan,10022.0,Gramercy Park,-73.9669846,40.7561092
3163,"84-40 153rd Ave Unit 5MHoward Beach, NY 11414",Co-op ,225000.0,1,1.0,2184.207862, Concrete Jungle NYC Realty,Queens,11414.0,nan,-73.8478793,40.6660965
3164,"1855 E 12th St Apt 5ABrooklyn, NY 11229",Co-op ,380000.0,2,1.0,850.0, Douglas Elliman ,Brooklyn,11229.0,South Brooklyn,-73.9603087,40.6041775
3165,"1637 Nelson AveBronx, NY 10453",Multi-family home ,1800000.0,11,5.0,3969.0, RE MAX Top,Bronx,10453.0,Central Bronx,-73.9188566,40.8470503
3166,"61-44 77th StMiddle Village, NY 11379",Townhouse ,939000.0,3,2.0,1728.0, Chous Realty Group Inc,Queens,11379.0,West Central Queens,-73.8818876,40.7223997
3167,"98-34 63rd Dr Unit 6GGQueens, NY 11374",Co-op ,150000.0,3,1.0,2184.207862, Keller Williams,Queens,11374.0,West Central Queens,-73.857622,40.731183
3168,"101-11 Remington StJamaica, NY 11435",Multi-family home ,889000.0,5,2.0,2184.207862, RE MAX,Queens,11435.0,Jamaica,-73.810465,40.6939213
3169,"80-09 35th Ave Unit A8Jackson Heights, NY 11372",Condo ,665000.0,2,1.0,1120.0, Great Riches Realty,Queens,11372.0,West Queens,-73.8861292,40.7519149
3170,"95 Dikeman St Apt 1RBrooklyn, NY 11231",Condo ,899000.0,1,2.0,1151.0, Corcoran,Brooklyn,11231.0,Northwest Brooklyn,-74.013234,40.6764286
3171,"123 E 80th StNew York, NY 10075",Townhouse ,10750000.0,5,6.0,5771.0, CHRISTIE'S INT.REAL ESTATE GROUP,Manhattan,10075.0,Upper East Side,-73.9588179,40.776067
3172,"121 W 136th StManhattan, NY 10030",Townhouse ,3200000.0,5,6.0,5400.0, COMPASS,Manhattan,10030.0,Central Harlem,-73.9412519,40.8153973
3173,"923 Rockaway AveBrownville, NY 11212",Townhouse ,399985.0,2,1.0,1148.0, Keller Williams,Brooklyn,11212.0,Central Brooklyn,-73.9072202,40.6570214
3174,"35-15 84th St Unit 1IQueens, NY 11372",Co-op ,437500.0,1,1.0,2184.207862," CORE Group Marketing, LLC",Queens,11372.0,West Queens,-73.8824773,40.7513972
3175,"301 W 57th St Apt 34ENew York, NY 10019",Condo ,1385000.0,1,2.0,875.0, City Connections Realty,Manhattan,10019.0,Chelsea,-73.9831196,40.767078
3176,"10 Neal Dow AveStaten Island, NY 10314",Pending,769000.0,3,2.0,1170.0, Ditommaso Real Estate,Staten Island,10314.0,Mid Island,-74.1349837,40.6222601
3177,"108 E 86th St Apt 1SWNew York, NY 10028",Co-op ,399000.0,1,1.0,2184.207862, Keller Williams,Manhattan,10028.0,Upper East Side,-73.9566929,40.7797181
3180,"110-35 72nd Rd Unit 607Forest Hills, NY 11375",Co-op ,318000.0,1,1.0,2184.207862, Mitra Hakimi Realty Group LLC,Queens,11375.0,West Central Queens,-73.84052,40.7203199
3181,"73-09 21st AveJackson Heights, NY 11370",Multi-family home ,1580000.0,6,4.0,2184.207862, Halvatzis Realty Inc,Queens,11370.0,West Queens,-73.8961042,40.77038
3182,"425 W 24th St Unit 3GFManhattan, NY 10011",Co-op ,1300000.0,2,2.0,2184.207862, COMPASS,Manhattan,10011.0,Chelsea,-74.00189,40.747844
3183,"173 McGuinness Blvd Unit 3CBrooklyn, NY 11222",Condo ,625000.0,3,1.0,458.0, Brown Harris Stevens,Brooklyn,11222.0,Green Point,-73.9504745,40.7282026
3184,"301 E 63rd St Apt 8DNew York, NY 10065",Co-op ,290000.0,3,1.0,2184.207862, Corcoran,Manhattan,10065.0,Upper East Side,-73.9622114,40.7631466
3185,"458 Neptune Ave Apt 6HBrooklyn, NY 11224",Co-op ,419000.0,2,1.0,1000.0, Nyc Realty Brokers Llc,Brooklyn,11224.0,South Brooklyn,-73.9709078,40.5794182
3186,"221 McDonald Ave Apt 2JBrooklyn, NY 11218",Co-op ,448000.0,1,1.0,750.0," BEN BAY REALTY, CO.",Brooklyn,11218.0,Borough Park,-73.98034,40.6492641
3187,"118-82 Metropolitan Ave Unit 7CKew Gardens, NY 11415",Pending,540000.0,2,2.0,823.0, Keller Williams Points North,Queens,11415.0,nan,-73.8319922,40.7059564
3188,"3080 Coddington AveBronx, NY 10461",House ,549990.0,3,2.0,1782.0, New Concept Sheiks Realty Inc.,Bronx,10461.0,Southeast Bronx,-73.8265147,40.8411589
3189,"837 Washington Ave Apt 4ABronx, NY 10451",Condo ,299000.0,1,1.0,671.0, Ben Bay Rlty Co. Of Ave U Llc,Bronx,10451.0,High Bridge,-73.9117785,40.8225186
3190,"331 Leonard AveStaten Island, NY 10302",Contingent,840000.0,5,1.0,1182.0, Truhomes Realty Group,Staten Island,10302.0,Port Richmond,-74.1425531,40.6192205
3191,"551 W 21st St Apt 15ANew York, NY 10011",Condo ,15250000.0,4,5.0,4264.0, The Agency,Manhattan,10011.0,Chelsea,-74.0072666,40.7474926
3192,"99-11 60 Ave Unit 1HCorona, NY 11368",Co-op ,420000.0,3,2.0,1200.0, Winzone Realty Inc,Queens,11368.0,West Queens,-73.8586765,40.7367277
3193,"6741 Colonial RdBrooklyn, NY 11220",Multi-family home ,1550000.0,7,3.0,2024.0, RE MAX,Brooklyn,11220.0,Sunset Park,-74.0305401,40.6384136
3194,"87 Hewitt AveStaten Island, NY 10301",House ,668888.0,3,2.0,2184.207862, UNITED NATIONAL REALTY,Staten Island,10301.0,Stapleton,-74.0994376,40.6078478
3195,"971 Jerome St Apt 3ABrooklyn, NY 11207",Condo ,225000.0,3,1.0,2184.207862, Keller Williams,Brooklyn,11207.0,East New York,-73.8781548,40.6570179
3196,"20 West St Unit 18Manhattan, NY 10004",Condo ,975000.0,2,1.0,1164.0, Prime Ny Inc.,Manhattan,10004.0,Lower Manhattan,-74.0156098,40.7061841
3197,"362 Hawthorne St Unit TownhouseBrooklyn, NY 11225",Townhouse ,1900000.0,4,4.0,2184.207862, Brown Harris Stevens,Brooklyn,11225.0,Flatbush,-73.9484157,40.6577472
3198,"162-41 Powells Cove Blvd Unit 2OBeechhurst, NY 11357",Co-op ,450500.0,2,1.0,1200.0, East Coast REALTORS Inc,Queens,11357.0,North Queens,-73.79959,40.7941499
3199,"2475 W 16th St Apt 12HBrooklyn, NY 11214",Co-op ,399000.0,3,2.0,2184.207862, BRPI ,Brooklyn,11214.0,Southwest Brooklyn,-73.9845156,40.5866482
3200,"2601 Henry Hudson West Parkway Pkwy W Unit 6CBronx, NY 10463",Pending,249000.0,2,1.0,900.0, Brown Harris Stevens,Bronx,10463.0,Riverdale,-73.9191025,40.8808392
3201,"99-40 63 Rd Unit 5ARego Park, NY 11374",Co-op ,175000.0,3,1.0,2184.207862, Goldstone N Y Realty Llc,Queens,11374.0,West Central Queens,-73.8555724,40.7324206
3202,"220 Congress St Apt 4DBrooklyn, NY 11201",Co-op ,720000.0,1,1.0,2184.207862, Bond New York,Brooklyn,11201.0,Northwest Brooklyn,-73.994454,40.687871
3203,"74 Macdougal StManhattan, NY 10012",Townhouse ,6995000.0,6,5.0,3552.0, COMPASS,Manhattan,10012.0,Soho,-74.0017116,40.7283165
3204,"1035 Fifth Ave # 4DNew York, NY 10028",Co-op ,2150000.0,2,2.0,2184.207862, Corcoran,Manhattan,10028.0,Upper East Side,-73.9608663,40.7805609
3205,"37 Douglas RdStaten Island, NY 10304",House ,1388800.0,6,4.0,2146.0, RE MAX,Staten Island,10304.0,Stapleton,-74.093461,40.6066676
3206,"2419 Arthur AveBronx, NY 10458",Multi-family home ,1400000.0,6,2.0,1600.0, Get Listed Realty Llc,Bronx,10458.0,Fordham,-73.8873536,40.8561226
3207,"353 3rd St Apt 5BBrooklyn, NY 11215",Condo ,2250000.0,3,2.0,2184.207862, Corcoran,Brooklyn,11215.0,Northwest Brooklyn,-73.9835999,40.6731905
3208,"2623 Mill AveBrooklyn, NY 11234",Multi-family home ,1170000.0,5,4.0,3120.0, ProBase Real Estate,Brooklyn,11234.0,Canarsie,-73.9118129,40.6090159
3209,"527 E 156th St Unit 67CBronx, NY 10455",Condo ,350000.0,3,2.0,2184.207862, Exp Realty,Bronx,10455.0,Hunts Point,-73.9109368,40.8203804
3210,"437 Buel AveStaten Island, NY 10305",Contingent,748800.0,3,2.0,1242.0, Better Homes and Gardens Real Estate Safari Realty,Staten Island,10305.0,Stapleton,-74.0887805,40.5831679
3211,"104-33 39th Ave Unit 3D-ACorona, NY 11368",Condo ,469000.0,2,1.0,780.0, Exp Realty,Queens,11368.0,West Queens,-73.8610379,40.751236
3212,"316 22nd St Unit 1BBrooklyn, NY 11215",Condo ,1355000.0,3,2.0,2184.207862, Daniel Gale Sotheby's International Realty,Brooklyn,11215.0,Northwest Brooklyn,-73.9912442,40.6588717
3213,"245 Vermont StBrooklyn, NY 11207",Multi-family home ,1099000.0,6,5.0,2184.207862, Migrate Realty Llc,Brooklyn,11207.0,East New York,-73.8941707,40.6738741
3214,"18 Brighton 8thBrighton Beach, NY 11235",Pending,250000.0,1,1.0,2184.207862, Coldwell Banker,Brooklyn,11235.0,South Brooklyn,-73.9614297,40.5838809
3215,"270 Ramapo AveStaten Island, NY 10309",Pending,860000.0,3,4.0,2325.0, Challenger Brokers,Staten Island,10309.0,South Shore,-74.2109853,40.5394441
3216,"825 Fifth Ave Unit 16DNew York, NY 10065",Co-op ,2250000.0,2,2.0,2184.207862, Douglas Elliman ,Manhattan,10065.0,Upper East Side,-73.970568,40.7670351
3217,"77-32 Vleigh Pl Unit 82EFlushing, NY 11367",Co-op ,288800.0,2,1.0,2184.207862, Astor Brokerage Ltd,Queens,11367.0,Central Queens,-73.8209128,40.7198854
3218,"20 Cliff St Apt 5HStaten Island, NY 10305",Condo ,285000.0,1,1.0,613.0, DiTommaso Real Estate,Staten Island,10305.0,Stapleton,-74.060351,40.6109595
3219,"512 W 156th St Apt 33New York, NY 10032",Co-op ,399000.0,3,1.0,2184.207862, H P Greenfield Real Estate Ltd,Manhattan,10032.0,Washington Heights,-73.9433069,40.8323885
3220,"1075 E 72nd St Unit 43Brooklyn, NY 11234",Condo ,489000.0,2,2.0,1100.0, Johnson Michael,Brooklyn,11234.0,Canarsie,-73.9171101,40.6280579
3221,"200-03 34th AveBayside, NY 11361",Multi-family home ,1098000.0,3,3.0,1155.0, Daniel Gale Sotheby's International Realty,Queens,11361.0,Northeast Queens,-73.787636,40.7668927
3222,"435 81st StBrooklyn, NY 11209",Townhouse ,1200000.0,3,2.5,2184.207862, BROWN HARRIS STEVENS BROOKLYN LLC,Brooklyn,11209.0,Southwest Brooklyn,-74.0258346,40.6260506
3223,"39-15 212th StBayside, NY 11361",House ,1750000.0,4,1.0,2184.207862, Keller Williams,Queens,11361.0,Northeast Queens,-73.7730781,40.7642941
3224,"895 E 37th StBrooklyn, NY 11210",Multi-family home ,999999.0,8,2.0,3023.0, Voro Llc,Brooklyn,11210.0,Flatbush,-73.9408271,40.6350854
3225,"45 E 72nd St Apt 11BNew York, NY 10021",Co-op ,1890000.0,2,2.0,2184.207862, Corcoran,Manhattan,10021.0,Upper East Side,-73.9646206,40.7716485
3226,"90-11 35th Ave Unit 1LJackson Heights, NY 11372",Co-op ,180000.0,3,1.0,500.0, Century Homes Realty Group LLC,Queens,11372.0,West Queens,-73.87724,40.7525699
3227,"155 Sterling StBrooklyn, NY 11225",Pending,1600000.0,6,2.0,2128.0, Brooklynnybpo.Com Llc,Brooklyn,11225.0,Flatbush,-73.9558549,40.6630373
3228,"1049 Fifth Ave Unit 17BNew York, NY 10028",Condo ,9995000.0,4,4.0,2918.0, Serhant,Manhattan,10028.0,Upper East Side,-73.9599463,40.7810722
3229,"14 Wooster St Apt 4New York, NY 10013",Co-op ,5400000.0,4,2.0,3800.0, Douglas Elliman ,Manhattan,10013.0,Soho,-74.0032588,40.7213533
3230,"2 Charlton St Unit 1ABManhattan, NY 10014",Co-op ,3395000.0,2,2.0,1525.0, COMPASS,Manhattan,10014.0,Soho,-74.0038573,40.7268776
3231,"1025 45th St Apt 1DBrooklyn, NY 11219",Condo ,1050000.0,4,2.0,2800.0, New Group Realty Inc,Brooklyn,11219.0,Borough Park,-73.9954451,40.6408974
3232,"2455 E 13th StBrooklyn, NY 11235",House ,799000.0,3,2.0,1000.0, KORR REALTY,Brooklyn,11235.0,South Brooklyn,-73.956552,40.5907198
3233,"18 Eldridge St Apt 2BNew York, NY 10002",Condo ,698000.0,1,1.0,721.0, E House Realty & Mgt. Inc.,Manhattan,10002.0,Lower East Side,-73.9934391,40.7148425
3234,"265 78th StBrooklyn, NY 11209",Multi-family home ,1699000.0,6,2.0,2184.207862, Keller Williams,Brooklyn,11209.0,Southwest Brooklyn,-74.0292549,40.629645
3235,"22-40 80th St Unit 133FEast Elmhurst, NY 11370",Condo ,558000.0,2,1.0,747.0, Winzone Realty Inc,Queens,11370.0,West Queens,-73.8900207,40.7677997
3236,"220 E 65th St Apt 20BNew York, NY 10065",Condo ,1900000.0,2,2.0,1035.0, Peter Ashe Real Estate,Manhattan,10065.0,Upper East Side,-73.9626394,40.7642638
3237,"389 E 89th St Apt 17GNew York, NY 10128",Condo ,2150000.0,3,3.0,1315.0, Corcoran,Manhattan,10128.0,Upper East Side,-73.9482901,40.7791164
3238,"20-08 150th StWhitestone, NY 11357",House ,769000.0,2,2.0,992.0, Du Rite Realty Company Llc,Queens,11357.0,North Queens,-73.8144859,40.7810618
3239,"5112 Post RdBronx, NY 10471",Multi-family home ,1249999.0,6,3.0,3491.0, Exp Realty,Bronx,10471.0,Riverdale,-73.8978853,40.8961697
3240,"1401 Ocean Ave Apt 8JBrooklyn, NY 11230",Co-op ,419000.0,3,2.5,2184.207862, BROWN HARRIS STEVENS BROOKLYN LLC,Brooklyn,11230.0,Borough Park,-73.9564523,40.6278433
3241,"464 Neptune Ave Apt 22HBrooklyn, NY 11224",Co-op ,329000.0,1,1.0,850.0, CONTINENT REALTY LLC,Brooklyn,11224.0,South Brooklyn,-73.9713245,40.5792324
3242,"2053 Adam C Powell Blvd Unit 1ANew York, NY 10027",Co-op ,275000.0,1,1.0,650.0, Highline Residential ,Manhattan,10027.0,Central Harlem,-73.949107,40.807254
3243,"142-05 Roosevelt Ave Unit 703Flushing, NY 11354",Co-op ,438000.0,1,1.0,900.0, Winzone Realty Inc,Queens,11354.0,North Queens,-73.8258766,40.7607942
3244,"62 54 97th Pl Unit 16GQueens, NY 11374",Condo ,568000.0,1,1.0,680.0, ARGO ,Queens,11374.0,West Central Queens,-73.8612179,40.733048
3245,"52 Riverside Dr Apt 2ANew York, NY 10024",Co-op ,2150000.0,3,2.0,2300.0, ANNF ,Manhattan,10024.0,Upper East Side,-73.9833243,40.7840425
3246,"454 Nostrand Ave Apt 1Brooklyn, NY 11216",House ,750000.0,2,2.0,2184.207862, Henry Watts Real Estate Corporation,Brooklyn,11216.0,Central Brooklyn,-73.9504976,40.6834662
3247,"91-31 113th StRichmond Hill, NY 11418",Pending,999999.0,5,3.0,2184.207862, Coldwell Banker,Queens,11418.0,nan,-73.8335209,40.6941485
3248,"246 Sherman StBrooklyn, NY 11218",Pending,1995000.0,2,2.0,2184.207862, Corcoran,Brooklyn,11218.0,Borough Park,-73.974441,40.652842
3249,"3949 Rombouts AveBronx, NY 10466",Multi-family home ,875000.0,3,2.5,1688.0, Rc House Sales Realty Corp.,Bronx,10466.0,Northeast Bronx,-73.8304424,40.8905817
3250,"81-36 267th StGlen Oaks, NY 11004",House ,989000.0,4,3.0,1305.0, La Rosa Realty New York Llc,Queens,11004.0,Southwest Queens,-73.7039503,40.743303
3251,"61-20 Grand Central Pkwy Unit A1105Forest Hills, NY 11375",Co-op ,499000.0,3,2.0,1266.0," Naomi Klein, Realtor",Queens,11375.0,West Central Queens,-73.8470718,40.7379227
3252,"3 Court Sq WQueens, NY 11101",Condo ,660400.0,1,2.5,2184.207862, Nest Seekers International,Queens,11101.0,Northwest Queens,-73.9444755,40.7478785
3253,"143 Meserole St Unit GardenBrooklyn, NY 11206",Condo ,1199999.0,2,2.0,1197.0, Nest Seekers International,Brooklyn,11206.0,Williamsburg,-73.9438121,40.7081991
3254,"976 Schenectady AveBrooklyn, NY 11203",House ,580880.0,4,2.0,1504.0, REALHome Services & Solutions,Brooklyn,11203.0,Flatbush,-73.933307,40.6492194
3255,"100 Riverside Dr Unit 19DNew York, NY 10024",Co-op ,1399000.0,1,1.0,2184.207862, Douglas Elliman ,Manhattan,10024.0,Upper East Side,-73.980845,40.7869306
3256,"5-42 115th St Unit ACollege Point, NY 11356",Condo ,630000.0,2,2.0,2184.207862, E Realty International Corp,Queens,11356.0,North Queens,-73.8528872,40.7903558
3257,"66 Bianca CtStaten Island, NY 10312",Contingent,479999.0,3,2.0,1510.0," Robert Defalco Realty, Inc.",Staten Island,10312.0,South Shore,-74.1838356,40.5646752
3258,"7423 Ridge Blvd Apt 1DBrooklyn, NY 11209",Co-op ,460000.0,1,1.0,950.0, Winzone Realty Inc,Brooklyn,11209.0,Southwest Brooklyn,-74.0301041,40.6323374
3259,"401 E 89th St Apt 10KManhattan, NY 10128",Condo ,1649000.0,3,2.0,2184.207862, COMPASS,Manhattan,10128.0,Upper East Side,-73.9473234,40.7787875
